"","partido_sigla","partido","partido_id","coligacao_id","uf"
"1063","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,150000050096,"PB"
"1064","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,150000050396,"PB"
"1065","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,150000050226,"PB"
"1066","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,150000050095,"PB"
"1067","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,150000050465,"PB"
"1068","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,150000050096,"PB"
"1069","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,150000050416,"PB"
"1070","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,150000050671,"PB"
"1071","NOVO","PARTIDO NOVO",30,150000050012,"PB"
"1072","PR","PARTIDO DA REPÚBLICA",22,150000050671,"PB"
"1073","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,150000050416,"PB"
"1074","PR","PARTIDO DA REPÚBLICA",22,150000050301,"PB"
"1075","SOLIDARIEDADE","SOLIDARIEDADE",77,150000050332,"PB"
"1076","PV","PARTIDO VERDE",43,150000050416,"PB"
"1077","PATRIOTA","PATRIOTA",51,150000050301,"PB"
"1078","PT","PARTIDO DOS TRABALHADORES",13,150000050226,"PB"
"1079","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,150000050096,"PB"
"1080","PP","PROGRESSISTAS",11,150000050416,"PB"
"1081","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,150000050424,"PB"
"1082","PSC","PARTIDO SOCIAL CRISTÃO",20,150000050332,"PB"
"1083","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,150000050226,"PB"
"1084","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,150000050096,"PB"
"1085","DEM","DEMOCRATAS",25,150000050096,"PB"
"1086","PT","PARTIDO DOS TRABALHADORES",13,150000050096,"PB"
"1087","PPL","PARTIDO PÁTRIA LIVRE",54,150000050071,"PB"
"1088","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,150000050096,"PB"
"1089","PC do B","PARTIDO COMUNISTA DO BRASIL",65,170000050558,"PE"
"1090","PATRIOTA","PATRIOTA",51,170000050462,"PE"
"1091","PV","PARTIDO VERDE",43,170000050457,"PE"
"1092","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,170000050194,"PE"
"1093","PSL","PARTIDO SOCIAL LIBERAL",17,170000050457,"PE"
"1094","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,170000050457,"PE"
"1095","PT","PARTIDO DOS TRABALHADORES",13,170000050562,"PE"
"1096","PCB","PARTIDO COMUNISTA BRASILEIRO",21,170000050194,"PE"
"1097","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,170000050455,"PE"
"1098","PODE","PODEMOS",19,170000050455,"PE"
"1099","SOLIDARIEDADE","SOLIDARIEDADE",77,170000050375,"PE"
"1100","PPS","PARTIDO POPULAR SOCIALISTA",23,170000050427,"PE"
"1101","PPL","PARTIDO PÁTRIA LIVRE",54,170000050723,"PE"
"1102","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,170000050274,"PE"
"1103","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,170000050271,"PE"
"1104","DC","DEMOCRACIA CRISTÃ",27,170000050089,"PE"
"1105","PSC","PARTIDO SOCIAL CRISTÃO",20,170000050089,"PE"
"1106","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,170000050723,"PE"
"1107","PP","PROGRESSISTAS",11,170000050375,"PE"
"1108","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,170000050457,"PE"
"1109","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,170000050453,"PE"
"1110","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,170000050461,"PE"
"1111","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,170000050130,"PE"
"1112","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,170000050455,"PE"
"1113","REDE","REDE SUSTENTABILIDADE",18,170000050757,"PE"
"1114","DC","DEMOCRACIA CRISTÃ",27,170000050451,"PE"
"1115","PR","PARTIDO DA REPÚBLICA",22,170000050375,"PE"
"1116","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,170000050453,"PE"
"1117","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,170000050455,"PE"
"1118","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,170000050461,"PE"
"1119","PR","PARTIDO DA REPÚBLICA",22,170000050130,"PE"
"1120","AVANTE","AVANTE",70,170000050461,"PE"
"1121","NOVO","PARTIDO NOVO",30,170000050022,"PE"
"1122","PCO","PARTIDO DA CAUSA OPERÁRIA",29,170000050637,"PE"
"1123","DEM","DEMOCRATAS",25,170000050455,"PE"
"1124","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,170000050375,"PE"
"1125","PPS","PARTIDO POPULAR SOCIALISTA",23,170000050453,"PE"
"1126","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,170000050186,"PE"
"1127","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,170000050274,"PE"
"1128","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,170000050453,"PE"
"1129","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,170000050149,"PE"
"1130","PSC","PARTIDO SOCIAL CRISTÃO",20,170000050453,"PE"
"1131","PTC","PARTIDO TRABALHISTA CRISTÃO",36,170000050723,"PE"
"1132","PT","PARTIDO DOS TRABALHADORES",13,170000050130,"PE"
"1133","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,170000050149,"PE"
"1134","PODE","PODEMOS",19,170000050453,"PE"
"1135","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,170000050149,"PE"
"1136","DEM","DEMOCRATAS",25,170000050453,"PE"
"1137","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,170000050130,"PE"
"1138","PC do B","PARTIDO COMUNISTA DO BRASIL",65,170000050130,"PE"
"1139","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,170000050274,"PE"
"1140","DEM","DEMOCRATAS",25,170000050149,"PE"
"1141","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,170000050271,"PE"
"1142","PMB","PARTIDO DA MULHER BRASILEIRA",35,170000050089,"PE"
"1143","PC do B","PARTIDO COMUNISTA DO BRASIL",65,170000050271,"PE"
"1144","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,170000050271,"PE"
"1145","PSC","PARTIDO SOCIAL CRISTÃO",20,170000050149,"PE"
"1146","REDE","REDE SUSTENTABILIDADE",18,180000050729,"PI"
"1147","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,180000050521,"PI"
"1148","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,180000050225,"PI"
"1149","DC","DEMOCRACIA CRISTÃ",27,180000050029,"PI"
"1150","PT","PARTIDO DOS TRABALHADORES",13,180000050374,"PI"
"1151","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,180000050410,"PI"
"1152","PATRIOTA","PATRIOTA",51,180000050616,"PI"
"1153","PATRIOTA","PATRIOTA",51,180000050521,"PI"
"1154","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,180000050785,"PI"
"1155","PODE","PODEMOS",19,180000050521,"PI"
"1156","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,180000050371,"PI"
"1157","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,180000050784,"PI"
"1158","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,180000050704,"PI"
"1159","PODE","PODEMOS",19,180000050616,"PI"
"1160","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,180000050374,"PI"
"1161","SOLIDARIEDADE","SOLIDARIEDADE",77,180000050225,"PI"
"1162","PSL","PARTIDO SOCIAL LIBERAL",17,180000050704,"PI"
"1163","PR","PARTIDO DA REPÚBLICA",22,180000050374,"PI"
"1164","PSC","PARTIDO SOCIAL CRISTÃO",20,180000050596,"PI"
"1165","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,180000050371,"PI"
"1166","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,180000050785,"PI"
"1167","PCO","PARTIDO DA CAUSA OPERÁRIA",29,180000050722,"PI"
"1168","PV","PARTIDO VERDE",43,180000050336,"PI"
"1169","PTC","PARTIDO TRABALHISTA CRISTÃO",36,180000050225,"PI"
"1170","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,180000050521,"PI"
"1171","PT","PARTIDO DOS TRABALHADORES",13,180000050371,"PI"
"1172","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,180000050374,"PI"
"1173","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,180000050374,"PI"
"1174","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,180000050113,"PI"
"1175","PC do B","PARTIDO COMUNISTA DO BRASIL",65,180000050374,"PI"
"1176","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,180000050188,"PI"
"1177","AVANTE","AVANTE",70,180000050616,"PI"
"1178","PP","PROGRESSISTAS",11,180000050374,"PI"
"1179","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,180000050113,"PI"
"1180","REDE","REDE SUSTENTABILIDADE",18,180000050521,"PI"
"1181","PCB","PARTIDO COMUNISTA BRASILEIRO",21,180000050188,"PI"
"1182","PV","PARTIDO VERDE",43,180000050521,"PI"
"1183","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,180000050371,"PI"
"1184","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,180000050365,"PI"
"1185","REDE","REDE SUSTENTABILIDADE",18,180000050336,"PI"
"1186","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,180000050616,"PI"
"1187","DEM","DEMOCRATAS",25,180000050785,"PI"
"1188","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,180000050616,"PI"
"1189","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,180000050784,"PI"
"1190","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,180000050225,"PI"
"1191","DEM","DEMOCRATAS",25,180000050113,"PI"
"1192","PPS","PARTIDO POPULAR SOCIALISTA",23,180000050521,"PI"
"1193","PPS","PARTIDO POPULAR SOCIALISTA",23,180000050336,"PI"
"1194","PV","PARTIDO VERDE",43,180000050413,"PI"
"1195","PPL","PARTIDO PÁTRIA LIVRE",54,180000050225,"PI"
"1196","PODE","PODEMOS",19,180000050413,"PI"
"1197","AVANTE","AVANTE",70,180000050715,"PI"
"1198","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,180000050374,"PI"
"1199","PR","PARTIDO DA REPÚBLICA",22,180000050371,"PI"
"1200","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,180000050374,"PI"
"1201","PP","PROGRESSISTAS",11,180000050371,"PI"
"1202","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,180000050398,"PI"
"1203","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,180000050371,"PI"
"1204","PC do B","PARTIDO COMUNISTA DO BRASIL",65,180000050371,"PI"
"1205","AVANTE","AVANTE",70,180000050521,"PI"
"1206","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,160000050512,"PR"
"1207","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,160000050509,"PR"
"1208","PV","PARTIDO VERDE",43,160000050347,"PR"
"1209","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,160000050563,"PR"
"1210","PP","PROGRESSISTAS",11,160000050618,"PR"
"1211","PSL","PARTIDO SOCIAL LIBERAL",17,160000050714,"PR"
"1212","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,160000050609,"PR"
"1213","PMB","PARTIDO DA MULHER BRASILEIRA",35,160000050593,"PR"
"1214","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,160000050593,"PR"
"1215","PSL","PARTIDO SOCIAL LIBERAL",17,160000050712,"PR"
"1216","PPS","PARTIDO POPULAR SOCIALISTA",23,160000050645,"PR"
"1217","REDE","REDE SUSTENTABILIDADE",18,160000050264,"PR"
"1218","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,160000050563,"PR"
"1219","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,160000050623,"PR"
"1220","PT","PARTIDO DOS TRABALHADORES",13,160000050614,"PR"
"1221","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,160000050570,"PR"
"1222","PATRIOTA","PATRIOTA",51,160000050709,"PR"
"1223","PSC","PARTIDO SOCIAL CRISTÃO",20,160000050512,"PR"
"1224","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,160000050337,"PR"
"1225","PODE","PODEMOS",19,160000050584,"PR"
"1226","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,160000050699,"PR"
"1227","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,160000050570,"PR"
"1228","NOVO","PARTIDO NOVO",30,160000050049,"PR"
"1229","PTC","PARTIDO TRABALHISTA CRISTÃO",36,160000050714,"PR"
"1230","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,160000050618,"PR"
"1231","PATRIOTA","PATRIOTA",51,160000050714,"PR"
"1232","PSL","PARTIDO SOCIAL LIBERAL",17,160000050709,"PR"
"1233","PPL","PARTIDO PÁTRIA LIVRE",54,160000050264,"PR"
"1234","PC do B","PARTIDO COMUNISTA DO BRASIL",65,160000050510,"PR"
"1235","PP","PROGRESSISTAS",11,160000050623,"PR"
"1236","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,160000050508,"PR"
"1237","PPS","PARTIDO POPULAR SOCIALISTA",23,160000050509,"PR"
"1238","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,160000050510,"PR"
"1239","PC do B","PARTIDO COMUNISTA DO BRASIL",65,160000050570,"PR"
"1240","PCO","PARTIDO DA CAUSA OPERÁRIA",29,160000050456,"PR"
"1241","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,160000050578,"PR"
"1242","PODE","PODEMOS",19,160000050509,"PR"
"1243","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,160000050580,"PR"
"1244","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,160000050593,"PR"
"1245","SOLIDARIEDADE","SOLIDARIEDADE",77,160000050570,"PR"
"1246","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,160000050507,"PR"
"1247","PR","PARTIDO DA REPÚBLICA",22,160000050508,"PR"
"1248","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,160000050507,"PR"
"1249","PODE","PODEMOS",19,160000050237,"PR"
"1250","AVANTE","AVANTE",70,160000050508,"PR"
"1251","AVANTE","AVANTE",70,160000050507,"PR"
"1252","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,160000050580,"PR"
"1253","DC","DEMOCRACIA CRISTÃ",27,160000050264,"PR"
"1254","PTC","PARTIDO TRABALHISTA CRISTÃO",36,160000050709,"PR"
"1255","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,160000050623,"PR"
"1256","SOLIDARIEDADE","SOLIDARIEDADE",77,160000050510,"PR"
"1257","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,160000050508,"PR"
"1258","DEM","DEMOCRATAS",25,160000050623,"PR"
"1259","PATRIOTA","PATRIOTA",51,160000050800,"PR"
"1260","PSC","PARTIDO SOCIAL CRISTÃO",20,160000050509,"PR"
"1261","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,160000050618,"PR"
"1262","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,160000050618,"PR"
"1263","PATRIOTA","PATRIOTA",51,160000050712,"PR"
"1264","DEM","DEMOCRATAS",25,160000050618,"PR"
"1265","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,160000050618,"PR"
"1266","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,160000050609,"PR"
"1267","PP","PROGRESSISTAS",11,160000050609,"PR"
"1268","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,160000050623,"PR"
"1269","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,160000050237,"PR"
"1270","PV","PARTIDO VERDE",43,160000050237,"PR"
"1271","DEM","DEMOCRATAS",25,160000050609,"PR"
"1272","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,160000050609,"PR"
"1273","PMB","PARTIDO DA MULHER BRASILEIRA",35,160000050618,"PR"
"1274","PR","PARTIDO DA REPÚBLICA",22,160000050509,"PR"
"1275","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,160000050618,"PR"
"1276","PSC","PARTIDO SOCIAL CRISTÃO",20,160000050237,"PR"
"1277","PCO","PARTIDO DA CAUSA OPERÁRIA",29,190000050419,"RJ"
"1278","PC do B","PARTIDO COMUNISTA DO BRASIL",65,190000050287,"RJ"
"1279","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,190000050661,"RJ"
"1280","PT","PARTIDO DOS TRABALHADORES",13,190000050362,"RJ"
"1281","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,190000050716,"RJ"
"1282","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,190000050414,"RJ"
"1283","PP","PROGRESSISTAS",11,190000050043,"RJ"
"1284","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,190000050476,"RJ"
"1285","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,190000050308,"RJ"
"1286","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,190000050611,"RJ"
"1287","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,190000050173,"RJ"
"1288","PATRIOTA","PATRIOTA",51,190000050610,"RJ"
"1289","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,190000050590,"RJ"
"1290","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,190000050058,"RJ"
"1291","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,190000050092,"RJ"
"1292","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,190000050208,"RJ"
"1293","AVANTE","AVANTE",70,190000050352,"RJ"
"1294","DEM","DEMOCRATAS",25,190000050231,"RJ"
"1295","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,190000050195,"RJ"
"1296","PPL","PARTIDO PÁTRIA LIVRE",54,190000050607,"RJ"
"1297","PODE","PODEMOS",19,190000050120,"RJ"
"1298","PMB","PARTIDO DA MULHER BRASILEIRA",35,190000050393,"RJ"
"1299","DC","DEMOCRACIA CRISTÃ",27,190000050675,"RJ"
"1300","PMB","PARTIDO DA MULHER BRASILEIRA",35,190000050392,"RJ"
"1301","PSL","PARTIDO SOCIAL LIBERAL",17,190000050390,"RJ"
"1302","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,190000050224,"RJ"
"1303","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,190000050720,"RJ"
"1304","PSC","PARTIDO SOCIAL CRISTÃO",20,190000050205,"RJ"
"1305","PT","PARTIDO DOS TRABALHADORES",13,190000050300,"RJ"
"1306","PR","PARTIDO DA REPÚBLICA",22,190000050104,"RJ"
"1307","NOVO","PARTIDO NOVO",30,190000050062,"RJ"
"1308","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,190000050205,"RJ"
"1309","PTC","PARTIDO TRABALHISTA CRISTÃO",36,190000050469,"RJ"
"1310","PV","PARTIDO VERDE",43,190000050675,"RJ"
"1311","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,190000050430,"RJ"
"1312","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,190000050094,"RJ"
"1313","PSC","PARTIDO SOCIAL CRISTÃO",20,190000050503,"RJ"
"1314","PODE","PODEMOS",19,190000050547,"RJ"
"1315","PPS","PARTIDO POPULAR SOCIALISTA",23,190000050224,"RJ"
"1316","DEM","DEMOCRATAS",25,190000050195,"RJ"
"1317","SOLIDARIEDADE","SOLIDARIEDADE",77,190000050092,"RJ"
"1318","PPS","PARTIDO POPULAR SOCIALISTA",23,190000050094,"RJ"
"1319","REDE","REDE SUSTENTABILIDADE",18,190000050621,"RJ"
"1320","PPL","PARTIDO PÁTRIA LIVRE",54,190000050547,"RJ"
"1321","PR","PARTIDO DA REPÚBLICA",22,190000050290,"RJ"
"1322","SOLIDARIEDADE","SOLIDARIEDADE",77,190000050094,"RJ"
"1323","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,190000050195,"RJ"
"1324","PTC","PARTIDO TRABALHISTA CRISTÃO",36,190000050393,"RJ"
"1325","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,190000050433,"RJ"
"1326","PR","PARTIDO DA REPÚBLICA",22,190000050120,"RJ"
"1327","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,190000050207,"RJ"
"1328","AVANTE","AVANTE",70,190000050433,"RJ"
"1329","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,190000050414,"RJ"
"1330","PCB","PARTIDO COMUNISTA BRASILEIRO",21,190000050058,"RJ"
"1331","PP","PROGRESSISTAS",11,190000050195,"RJ"
"1332","PC do B","PARTIDO COMUNISTA DO BRASIL",65,190000050362,"RJ"
"1333","PSC","PARTIDO SOCIAL CRISTÃO",20,190000050329,"RJ"
"1334","REDE","REDE SUSTENTABILIDADE",18,190000050290,"RJ"
"1335","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,190000050571,"RJ"
"1336","PP","PROGRESSISTAS",11,190000050262,"RJ"
"1337","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,190000050571,"RJ"
"1338","DEM","DEMOCRATAS",25,190000050262,"RJ"
"1339","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,190000050262,"RJ"
"1340","PODE","PODEMOS",19,190000050290,"RJ"
"1341","PPS","PARTIDO POPULAR SOCIALISTA",23,190000050262,"RJ"
"1342","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,190000050262,"RJ"
"1343","PATRIOTA","PATRIOTA",51,190000050571,"RJ"
"1344","PTC","PARTIDO TRABALHISTA CRISTÃO",36,190000050571,"RJ"
"1345","PC do B","PARTIDO COMUNISTA DO BRASIL",65,200000050182,"RN"
"1346","PT","PARTIDO DOS TRABALHADORES",13,200000050182,"RN"
"1347","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,200000050765,"RN"
"1348","AVANTE","AVANTE",70,200000050107,"RN"
"1349","REDE","REDE SUSTENTABILIDADE",18,200000050440,"RN"
"1350","PV","PARTIDO VERDE",43,200000050019,"RN"
"1351","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,200000050285,"RN"
"1352","PP","PROGRESSISTAS",11,200000050360,"RN"
"1353","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,200000050044,"RN"
"1354","SOLIDARIEDADE","SOLIDARIEDADE",77,200000050019,"RN"
"1355","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,200000050615,"RN"
"1356","PPL","PARTIDO PÁTRIA LIVRE",54,200000050045,"RN"
"1357","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,200000050107,"RN"
"1358","PSC","PARTIDO SOCIAL CRISTÃO",20,200000050024,"RN"
"1359","PPL","PARTIDO PÁTRIA LIVRE",54,200000050084,"RN"
"1360","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,200000050097,"RN"
"1361","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,200000050349,"RN"
"1362","DEM","DEMOCRATAS",25,200000050360,"RN"
"1363","PV","PARTIDO VERDE",43,200000050024,"RN"
"1364","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,200000050360,"RN"
"1365","PMB","PARTIDO DA MULHER BRASILEIRA",35,200000050097,"RN"
"1366","SOLIDARIEDADE","SOLIDARIEDADE",77,200000050024,"RN"
"1367","PATRIOTA","PATRIOTA",51,200000050045,"RN"
"1368","PSL","PARTIDO SOCIAL LIBERAL",17,200000050084,"RN"
"1369","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,200000050097,"RN"
"1370","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,200000050182,"RN"
"1371","NOVO","PARTIDO NOVO",30,200000050017,"RN"
"1372","PP","PROGRESSISTAS",11,200000050348,"RN"
"1373","DC","DEMOCRACIA CRISTÃ",27,200000050084,"RN"
"1374","PSC","PARTIDO SOCIAL CRISTÃO",20,200000050084,"RN"
"1375","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,200000050306,"RN"
"1376","DC","DEMOCRACIA CRISTÃ",27,200000050024,"RN"
"1377","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,200000050348,"RN"
"1378","PPS","PARTIDO POPULAR SOCIALISTA",23,200000050307,"RN"
"1379","PTC","PARTIDO TRABALHISTA CRISTÃO",36,200000050097,"RN"
"1380","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,200000050349,"RN"
"1381","SOLIDARIEDADE","SOLIDARIEDADE",77,200000050076,"RN"
"1382","PP","PROGRESSISTAS",11,200000050285,"RN"
"1383","PATRIOTA","PATRIOTA",51,200000050084,"RN"
"1384","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,200000050307,"RN"
"1385","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,200000050313,"RN"
"1386","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,200000050307,"RN"
"1387","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,200000050349,"RN"
"1388","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,200000050360,"RN"
"1389","PODE","PODEMOS",19,200000050285,"RN"
"1390","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,200000050348,"RN"
"1391","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,200000050349,"RN"
"1392","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,200000050307,"RN"
"1393","PODE","PODEMOS",19,200000050360,"RN"
"1394","DEM","DEMOCRATAS",25,200000050348,"RN"
"1395","DC","DEMOCRACIA CRISTÃ",27,200000050076,"RN"
"1396","PTC","PARTIDO TRABALHISTA CRISTÃO",36,200000050307,"RN"
"1397","PODE","PODEMOS",19,200000050348,"RN"
"1398","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,200000050306,"RN"
"1399","PR","PARTIDO DA REPÚBLICA",22,200000050349,"RN"
"1400","PR","PARTIDO DA REPÚBLICA",22,200000050307,"RN"
"1401","PR","PARTIDO DA REPÚBLICA",22,200000050306,"RN"
"1402","PMB","PARTIDO DA MULHER BRASILEIRA",35,200000050307,"RN"
"1403","PATRIOTA","PATRIOTA",51,200000050076,"RN"
"1404","AVANTE","AVANTE",70,200000050307,"RN"
"1405","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,200000050307,"RN"
"1406","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,200000050307,"RN"
"1407","PCO","PARTIDO DA CAUSA OPERÁRIA",29,200000050641,"RN"
"1408","PV","PARTIDO VERDE",43,200000050076,"RN"
"1409","PPS","PARTIDO POPULAR SOCIALISTA",23,200000050097,"RN"
